input,output
What part of the human body contains the smallest bones?,Ear
What is the main function of chlorophyll in plants?,To absorb sunlight for photosynthesis
What element does 'K' represent on the periodic table?,Potassium
What is the largest land animal?,African elephant
What is the term for animals that are active during the night?,Nocturnal
What is the name of the first artificial satellite sent into space?,Sputnik
What is the chemical formula for methane?,CH4
Who proposed the law of universal gravitation?,Isaac Newton
What type of cloud is fluffy and white with a flat base?,Cumulus cloud
What is the main gas found in Earth's stratosphere?,Ozone
What is the largest planet in our solar system?,Jupiter
What is the scientific name for the study of fungi?,Mycology
What type of energy is stored in a compressed spring?,Potential energy
What is the term for a material that does not allow electricity to flow through it?,Insulator
What planet is known as the Earth's twin?,Venus
Who is known as the father of genetics?,Gregor Mendel
What is the chemical symbol for chlorine?,Cl
What is the most common type of rock found on Earth?,Sedimentary rock
What do you call a group of lions?,Pride
What is the smallest planet in our solar system?,Mercury
What part of the human eye controls the amount of light that enters?,Pupil
What type of organism can make its own food using sunlight?,Autotroph
What is the chemical symbol for magnesium?,Mg
What is the main function of the roots of a plant?,To absorb water and nutrients
What unit is used to measure the intensity of sound?,Decibel
What is the freezing point of water in Fahrenheit?,32°F
What is the study of the universe beyond Earth's atmosphere called?,Astronomy
What is the name of the galaxy that contains our solar system?,The Milky Way
What is the main component of the Earth's core?,Iron
What do you call the bond formed by the sharing of electrons between atoms?,Covalent bond
What is the largest type of whale?,Blue whale
What is the scientific term for the windpipe?,Trachea
What type of animal is a dolphin?,Mammal
What is the study of earthquakes called?,Seismology
What organ in the human body is responsible for producing red blood cells?,Bone marrow
What planet has the shortest day?,Jupiter
What does 'pH' stand for?,Potential of Hydrogen
What is the main purpose of chloroplasts in plant cells?,To conduct photosynthesis
What is the chemical formula for carbon dioxide?,CO2
What is the term for the study of living things?,Biology
What is the hottest layer of the Earth?,The inner core
What type of star is our Sun?,Main-sequence star
What is the name of the process that breaks down glucose for energy in cells?,Cellular respiration
What organelle is responsible for protein synthesis in a cell?,Ribosome
What is the main chemical component of limestone?,Calcium carbonate
What type of animal is a frog?,Amphibian
What element is used in pencils?,Graphite
What is the largest organelle in a plant cell?,Vacuole
What is the smallest particle of an element?,Atom
What part of the cell acts as its control center?,Nucleus
What is the term for an organism that feeds on other living organisms?,Heterotroph
What is the main function of the large intestine?,To absorb water and form feces
What type of rock is formed from the cooling and solidification of lava?,Igneous rock
What force causes tides on Earth?,Gravity
What is the chemical symbol for copper?,Cu
What type of animal is a bat?,Mammal
What process do plants use to convert sunlight into energy?,Photosynthesis
What is the term for a group of stars forming a recognizable pattern?,Constellation
What is the name of the gas that protects Earth from harmful UV radiation?,Ozone
What type of cloud is associated with thunderstorms?,Cumulonimbus
What is the basic unit of heredity?,Gene
What is the term for animals that eat both plants and animals?,Omnivores
What is the chemical symbol for zinc?,Zn
What part of the brain is responsible for balance and coordination?,Cerebellum
What is the main gas found in the Earth's stratosphere?,Ozone
What is the name of the largest desert in the world?,Sahara Desert
What is the process by which a caterpillar becomes a butterfly?,Metamorphosis
What is the term for water changing from a liquid to a gas?,Evaporation
What type of energy is stored in food?,Chemical energy
What is the chemical formula for rust?,Fe2O3
What type of animal is a whale?,Mammal
What is the most common blood type in humans?,O positive
What is the scientific study of insects called?,Entomology
What is the boiling point of water at sea level in Fahrenheit?,212°F
What is the most abundant metal in the Earth's crust?,Aluminum
What part of the body is affected by conjunctivitis?,Eyes
What is the name for the smallest bone in the human body?,Stapes
What is the unit used to measure force?,Newton
What is the name of the process by which cells obtain energy from glucose?,Cellular respiration
What type of celestial body is Halley's Comet?,Comet
What is the main chemical element in the Sun?,Hydrogen
What is the hardest known natural material?,Diamond
What is the primary source of energy for the Earth's climate system?,The Sun
What type of animal is a shark?,Fish
What is the process by which green plants make their food?,Photosynthesis
What is the term for a planet's path around the Sun?,Orbit
What is the most common type of star found in the Milky Way galaxy?,Red dwarf
What is the process of splitting an atom called?,Nuclear fission
What is the largest type of deer?,Moose
What element has the chemical symbol 'Ni'?,Nickel
What is the common name for sodium chloride?,Table salt
What is the term for a baby goat?,Kid
What is the study of matter and energy called?,Physics
What part of the human body is responsible for detecting light?,Eyes
What gas do living creatures exhale?,Carbon dioxide
What is the term for animals that only eat meat?,Carnivores
What is the main pigment in plants that absorbs light for photosynthesis?,Chlorophyll
What layer of the Earth is directly below the crust?,Mantle
What is the most distant planet in our solar system?,Neptune
What is the scientific name for the Northern Lights?,Aurora borealis
What is the common name for dihydrogen monoxide?,Water
What type of galaxy is the Milky Way?,Spiral galaxy
What is the main function of red blood cells?,To carry oxygen
What is the process by which ice turns directly into vapor without melting?,Sublimation
What is the name of the largest moon of Saturn?,Titan
What is the study of sound called?,Acoustics
What is the approximate age of the Earth?,4.5 billion years
What is the name of the bond between two hydrogen atoms in a molecule of hydrogen gas?,Covalent bond
What is the main organ involved in the circulatory system?,Heart
What is the primary cause of tides on Earth?,Gravitational pull from the moon
What is the most common state of matter in the universe?,Plasma
What is the name of the largest bone in the human body?,Femur
What is the chemical symbol for helium?,He
What part of a plant conducts photosynthesis?,Leaves
What is the name for a star system with two stars?,Binary star
What is the term for the force that resists the motion of objects?,Friction
What is the main gas that makes up the Earth's atmosphere?,Nitrogen
What is the study of sound waves called?,Acoustics
What is the chemical symbol for mercury?,Hg
What organ is responsible for producing bile in the human body?,Liver
What is the term for a group of stars forming a recognizable pattern?,Constellation
What element is used in thermometers and is liquid at room temperature?,Mercury
What is the smallest planet in our solar system?,Mercury
What is the process by which a solid changes directly into a gas?,Sublimation
What is the study of the weather and atmosphere called?,Meteorology
What is the scientific name for the windpipe?,Trachea
What is the term for the path taken by a planet as it orbits the Sun?,Orbit
What part of the brain is responsible for regulating balance?,Cerebellum
What is the main element that makes up the Sun?,Hydrogen
What type of animal is a platypus?,Mammal
What is the chemical formula for table salt?,NaCl
What type of organism breaks down dead organic material?,Decomposer
What is the most abundant element in the Earth's crust?,Oxygen
What is the scientific name for the process of cell division in eukaryotes?,Mitosis
What planet is known as the Red Planet?,Mars
What organ in the human body filters blood?,Kidneys
What type of rock is formed through the cooling and solidification of magma?,Igneous rock
What does DNA stand for?,Deoxyribonucleic Acid
What is the main gas in Earth's atmosphere?,Nitrogen
What type of animal is a panda?,Mammal
What is the name of the process by which plants convert sunlight into food?,Photosynthesis
What is the hottest planet in the solar system?,Venus
What type of animal is a frog?,Amphibian
What part of the human body is responsible for absorbing nutrients?,Small intestine
What is the main gas found in the Earth's ozone layer?,Ozone
"What is the term for the study of stars, planets, and galaxies?",Astronomy
What is the common name for sodium bicarbonate?,Baking soda
What planet is known for its prominent rings?,Saturn
What is the term for water changing from a gas to a liquid?,Condensation
What is the basic unit of all living organisms?,Cell
What is the primary function of the large intestine?,Absorb water
What is the most common type of blood cell in the human body?,Red blood cell
What is the term for animals that only eat plants?,Herbivores
What organelle is known as the powerhouse of the cell?,Mitochondria
What planet is farthest from the Sun?,Neptune
What is the chemical symbol for potassium?,K
What is the name of the bond formed between water molecules?,Hydrogen bond
What is the term for a large body of ice that moves slowly over land?,Glacier
What is the name of the first satellite launched into space?,Sputnik
What gas is commonly known as laughing gas?,Nitrous oxide
What is the largest type of bear?,Polar bear
What is the study of fungi called?,Mycology
What is the largest organ in the human body?,Skin
What is the term for an organism that feeds on dead organic material?,Decomposer
What is the name of the gas that plants release during photosynthesis?,Oxygen
What is the process by which plants lose water vapor through their leaves?,Transpiration
What is the name of the instrument used to measure atmospheric pressure?,Barometer
What is the chemical symbol for tin?,Sn
What is the process called when water vapor changes directly into ice?,Deposition
What is the name of the pigment that gives carrots their orange color?,Beta-carotene
What type of rock is marble?,Metamorphic rock
What part of the brain controls voluntary movement?,Cerebrum
What is the main component of natural gas?,Methane
What is the term for a baby swan?,Cygnet
What is the unit of measure for electrical current?,Ampere
What is the chemical symbol for lead?,Pb
What is the name of the smallest unit of an element?,Atom
What planet is known for having the largest volcano in the solar system?,Mars
What is the main organ responsible for detoxification in the human body?,Liver
What gas is needed for fire to burn?,Oxygen
What is the term for the study of human societies and cultures?,Anthropology
What is the smallest type of blood vessel?,Capillary
What type of energy transformation occurs in photosynthesis?,Light energy to chemical energy
What is the common name for ascorbic acid?,Vitamin C
What is the primary source of energy for Earth's climate system?,The Sun
What is the name of the device used to measure wind speed?,Anemometer
What is the chemical formula for sulfuric acid?,H2SO4
What part of the plant is responsible for producing seeds?,Flower
What is the process by which a liquid changes into a solid?,Freezing
What is the scientific term for a substance that speeds up a chemical reaction?,Catalyst
What is the name of the force that opposes the motion of an object through air?,Air resistance
What is the lightest element in the periodic table?,Hydrogen
What is the primary function of the roots of a plant?,To absorb water and nutrients
What is the study of fish called?,Ichthyology
What is the main gas that contributes to the greenhouse effect?,Carbon dioxide
What is the term for a scientist who studies insects?,Entomologist
What is the natural satellite of Earth called?,The Moon
What is the name of the scale used to measure the hardness of minerals?,Mohs scale
"What type of rock is formed from particles of sand, shells, pebbles, and other fragments?",Sedimentary rock
What part of the brain controls breathing and heart rate?,Brainstem
What is the name of the particle that carries a negative charge?,Electron
What is the name for the type of bond where atoms share electrons?,Covalent bond
What is the name of the process by which water moves through a plant and evaporates from its leaves?,Transpiration
What is the term for the study of earthquakes?,Seismology
What is the chemical formula for ammonia?,NH3
What is the largest organ inside the human body?,Liver
What type of animal is a crocodile?,Reptile
What is the most common chemical element in the universe?,Hydrogen
What is the study of the universe called?,Cosmology
What is the name of the layer of Earth that lies between the crust and the core?,Mantle
What is the chemical symbol for gold?,Au
Who is known as the 'King of Pop'?,Michael Jackson
What was The Beatles' first #1 hit in the United States?,I Want to Hold Your Hand
Who is the lead singer of the rock band Queen?,Freddie Mercury
What year was the album 'Thriller' released?,1982
Who is known for the hit song 'Shape of You'?,Ed Sheeran
What is the best-selling album of all time?,Thriller by Michael Jackson
Who won the first season of 'American Idol'?,Kelly Clarkson
Which artist sang the 2014 hit 'Happy'?,Pharrell Williams
What is the name of the lead vocalist of the band Coldplay?,Chris Martin
Who is known as the 'Queen of Pop'?,Madonna
What band released the album 'Dark Side of the Moon'?,Pink Floyd
Which artist released the song 'Blinding Lights'?,The Weeknd
What singer is known as 'The Boss'?,Bruce Springsteen
Who won Album of the Year at the 2021 Grammy Awards?,Taylor Swift for 'Folklore'
Which band released the hit song 'Smells Like Teen Spirit'?,Nirvana
What year did Elvis Presley die?,1977
Who is the youngest solo artist to achieve a #1 on the Billboard Hot 100?,Billie Eilish
Which rapper released the album 'The Marshall Mathers LP'?,Eminem
Who is known for the song 'Rolling in the Deep'?,Adele
What is Lady Gaga's real name?,Stefani Joanne Angelina Germanotta
Which band sang 'Hotel California'?,Eagles
Who released the album '25' in 2015?,Adele
Who was the first woman inducted into the Rock and Roll Hall of Fame?,Aretha Franklin
What is the stage name of the artist born as Shawn Carter?,Jay-Z
Which artist has won the most Grammy Awards?,Beyoncé
Who is the lead singer of the band U2?,Bono
What is the highest-selling single of all time?,White Christmas by Bing Crosby
Who wrote and originally performed 'Hallelujah'?,Leonard Cohen
What pop star is known for wearing a meat dress?,Lady Gaga
Who is the lead singer of The Rolling Stones?,Mick Jagger
Which singer released the album '1989'?,Taylor Swift
What was Whitney Houston's debut single?,Saving All My Love for You
Who is known as the 'Godfather of Soul'?,James Brown
Which band performed the hit 'Bohemian Rhapsody'?,Queen
What year did The Beatles break up?,1970
What singer holds the record for the most Billboard Music Awards wins?,Drake
What song by Luis Fonsi and Daddy Yankee has the most views on YouTube?,Despacito
Who was the drummer for The Beatles?,Ringo Starr
What is the name of Beyoncé's 2016 visual album?,Lemonade
Which singer's real name is Robyn Fenty?,Rihanna
Who was the first artist to be played on MTV?,The Buggles with 'Video Killed the Radio Star'
What is the name of Elton John's biographical movie?,Rocketman
Who is known for the song 'Uptown Funk'?,Mark Ronson featuring Bruno Mars
What year did Michael Jackson perform the moonwalk for the first time?,1983
Who sang the song 'Jolene'?,Dolly Parton
What is the name of the debut album by Billie Eilish?,"When We All Fall Asleep, Where Do We Go?"
Who released the song 'Firework' in 2010?,Katy Perry
What is the name of the band formed by Paul McCartney after The Beatles?,Wings
Who is known for the song 'Old Town Road'?,Lil Nas X
What is the name of the lead singer of Maroon 5?,Adam Levine
Who sang 'Like a Rolling Stone'?,Bob Dylan
What year did Beyoncé release her debut solo album 'Dangerously in Love'?,2003
Who is the lead vocalist of the band Aerosmith?,Steven Tyler
Which artist is known as 'The Piano Man'?,Billy Joel
What is the real name of the artist known as Prince?,Prince Rogers Nelson
Who performed the song 'Born to Run'?,Bruce Springsteen
What is the name of the band Dave Grohl founded after Nirvana?,Foo Fighters
Who had a hit with the song 'Uptown Girl'?,Billy Joel
What year was the Woodstock music festival held?,1969
Who released the song 'Poker Face'?,Lady Gaga
Which singer was known as the 'First Lady of Song'?,Ella Fitzgerald
Who was the first rapper to win a Pulitzer Prize?,Kendrick Lamar
What band is known for the hit song 'Sweet Child o' Mine'?,Guns N' Roses
Who is the highest-selling female artist of all time?,Madonna
What was the first video played on MTV?,Video Killed the Radio Star by The Buggles
Who performed the song 'Rocket Man'?,Elton John
Which artist released the album 'Blue' in 1971?,Joni Mitchell
Who is known as 'The King of Rock and Roll'?,Elvis Presley
What song did Whitney Houston famously cover in 1992?,I Will Always Love You
What band did Sting belong to?,The Police
Who released the song 'Rolling in the Deep'?,Adele
What year was 'Bohemian Rhapsody' by Queen released?,1975
Who released the song 'Gangnam Style'?,Psy
What band was Ozzy Osbourne the lead singer of?,Black Sabbath
What is the stage name of Marshall Mathers?,Eminem
Who sang 'Livin' on a Prayer'?,Bon Jovi
What is the real name of rapper Drake?,Aubrey Graham
What musical duo performed 'Wake Me Up Before You Go-Go'?,Wham!
Who wrote the song 'Imagine'?,John Lennon
What is the best-selling digital single of all time?,Shape of You by Ed Sheeran
Who is the youngest person to ever win a Grammy?,LeAnn Rimes
What song by Luis Fonsi and Daddy Yankee featured Justin Bieber?,Despacito
What band was known as 'The Fab Four'?,The Beatles
Who sang the song 'Hound Dog'?,Elvis Presley
What artist is known for the hit 'Purple Rain'?,Prince
Which singer released the song 'Bad Guy'?,Billie Eilish
Who performed the song 'My Way'?,Frank Sinatra
What is the name of Taylor Swift’s 2020 surprise album?,Folklore
Who released the song 'Smooth Criminal'?,Michael Jackson
What is the title of the debut album by Alicia Keys?,Songs in A Minor
Who is the lead singer of the band Red Hot Chili Peppers?,Anthony Kiedis
What year was the album 'Abbey Road' by The Beatles released?,1969
Who was the lead singer of Led Zeppelin?,Robert Plant
What artist released the hit song 'Firework'?,Katy Perry
Who is known as the 'Queen of Soul'?,Aretha Franklin
What is the name of the 2020 album by Dua Lipa?,Future Nostalgia
Who performed the hit 'Superstition'?,Stevie Wonder
What is the name of Beyoncé’s alter ego?,Sasha Fierce
What band had a hit with 'Mr. Brightside'?,The Killers
Who is the lead singer of Metallica?,James Hetfield
Who sang the song 'Toxic'?,Britney Spears
What was Elvis Presley's first #1 hit in the United States?,Heartbreak Hotel
Who is known as the 'Godfather of Punk'?,Iggy Pop
Which artist sang 'Purple Haze'?,Jimi Hendrix
Who released the song 'Rolling in the Deep'?,Adele
What band performed 'Wonderwall'?,Oasis
What is the name of the debut album by The Strokes?,Is This It
Which artist had a hit with the song 'Tutti Frutti'?,Little Richard
Who is the youngest artist to headline Coachella?,Billie Eilish
Who wrote the song 'Respect' that Aretha Franklin popularized?,Otis Redding
Which artist is known for the song 'Havana'?,Camila Cabello
"What song by Queen has the lyric 'Scaramouche, Scaramouche, will you do the Fandango'?",Bohemian Rhapsody
Who was the lead singer of the band Genesis before launching a solo career?,Phil Collins
What instrument did John Coltrane play?,Saxophone
Which artist sang 'Rolling Stone'?,Bob Dylan
What is the real name of Lady Gaga?,Stefani Joanne Angelina Germanotta
Which artist released the song 'Sunflower' for the movie 'Spider-Man: Into the Spider-Verse'?,Post Malone and Swae Lee
Who sang 'Girls Just Want to Have Fun'?,Cyndi Lauper
What year did Taylor Swift release her debut album?,2006
What artist is known for the album 'Blue'?,Joni Mitchell
Who is known as the 'Princess of Pop'?,Britney Spears
Which artist is known for 'Stairway to Heaven'?,Led Zeppelin
Who sang 'I Will Survive'?,Gloria Gaynor
What was the first Beatles song to be performed on The Ed Sullivan Show?,All My Loving
Who sang 'Sweet Caroline'?,Neil Diamond
Who performed the hit song 'Shake It Off'?,Taylor Swift
What is the name of the lead singer of Radiohead?,Thom Yorke
Which artist is known for the song 'Wrecking Ball'?,Miley Cyrus
What artist sang 'What's Love Got to Do with It'?,Tina Turner
What year did Michael Jackson release 'Billie Jean'?,1983
Which artist sang 'Rocket Man'?,Elton John
Who performed 'The Sound of Silence'?,Simon & Garfunkel
What was the name of the band David Bowie formed before his solo career?,The Spiders from Mars
"Who released the song 'Thank U, Next'?",Ariana Grande
What year did Nirvana release 'Smells Like Teen Spirit'?,1991
What is the title of the song by The Police that begins with 'Every breath you take'?,Every Breath You Take
Who sang 'Take Me to Church'?,Hozier
Who is the artist behind the 2021 hit 'Montero (Call Me By Your Name)'?,Lil Nas X
What artist is known for the song 'Someone Like You'?,Adele
Which band released the song 'Boulevard of Broken Dreams'?,Green Day
What artist is known for 'Back to Black'?,Amy Winehouse
Who sang 'I Want to Dance with Somebody'?,Whitney Houston
Which artist had a hit with 'Riptide'?,Vance Joy
Who is known for the song 'Say You Won't Let Go'?,James Arthur
What band released the song 'Creep'?,Radiohead
Who released the song 'Uptown Funk'?,Mark Ronson featuring Bruno Mars
What is the real name of rapper Nicki Minaj?,Onika Tanya Maraj
What artist sang 'Born This Way'?,Lady Gaga
Who is known for the hit song 'Africa'?,Toto
Which artist performed 'When Doves Cry'?,Prince
What artist is known for the song 'Hips Don't Lie'?,Shakira
Who was the first female artist to achieve a diamond-certified single?,Lady Gaga
Who performed the song 'Hey There Delilah'?,Plain White T's
What is the real name of the artist known as P!nk?,Alecia Beth Moore
What was the debut single of Justin Bieber?,One Time
Who is the lead singer of the band Fleetwood Mac?,Stevie Nicks
Which artist sang the 2003 hit 'In Da Club'?,50 Cent
Who released the song 'All I Want for Christmas Is You'?,Mariah Carey
What year did Whitney Houston release 'I Will Always Love You'?,1992
Who is known for the song 'Tears in Heaven'?,Eric Clapton
What band released the song 'Don't Stop Believin''?,Journey
Who is the artist behind the album 'Thriller'?,Michael Jackson
What artist sang 'Blowin' in the Wind'?,Bob Dylan
What is the name of the song that has the lyrics 'Is this the real life? Is this just fantasy?'?,Bohemian Rhapsody
Who sang 'Sweet Child o' Mine'?,Guns N' Roses
What year did Adele release 'Hello'?,2015
Who was the original lead singer of AC/DC?,Bon Scott
Who sang 'Dancing Queen'?,ABBA
What artist is known for the song 'Smooth Operator'?,Sade
Who is known as the 'King of Reggae'?,Bob Marley
What band had a hit with 'Another One Bites the Dust'?,Queen
Who is known for the hit 'Stayin' Alive'?,Bee Gees
What is the stage name of the artist born as Abel Tesfaye?,The Weeknd
Who performed the song 'Rolling in the Deep'?,Adele
What year did Maroon 5 release 'This Love'?,2004
Who was the first artist to reach 100 million followers on Twitter?,Katy Perry
What song by Pharrell Williams became an international hit in 2014?,Happy
Who is known for the song 'Valerie'?,Amy Winehouse
What is the real name of rapper Lil Wayne?,Dwayne Michael Carter Jr.
Which band released the song 'November Rain'?,Guns N' Roses
Who sang the song 'Genie in a Bottle'?,Christina Aguilera
What is the name of the singer who collaborated with Zedd on 'The Middle'?,Maren Morris
Who sang 'Born in the U.S.A.'?,Bruce Springsteen
What is the real name of the singer known as Bono?,Paul David Hewson
Who released the song 'My Heart Will Go On'?,Celine Dion
Which artist sang 'I Gotta Feeling'?,The Black Eyed Peas
Who is known for the song 'Take On Me'?,a-ha
What artist is famous for the song 'Hit Me Baby One More Time'?,Britney Spears
Who sang 'Time After Time'?,Cyndi Lauper
Who performed 'Purple Rain'?,Prince
What song did Elton John sing as a tribute to Princess Diana?,Candle in the Wind 1997
Who released the song 'Watermelon Sugar'?,Harry Styles
What band is known for the song 'Radioactive'?,Imagine Dragons
What year did Rihanna release 'Umbrella'?,2007
Who is the singer of the song 'Ironic'?,Alanis Morissette
What year did Nirvana's 'Nevermind' come out?,1991
Who sang 'Like a Virgin'?,Madonna
Who is the lead singer of Green Day?,Billie Joe Armstrong
Who performed the song 'Shallow'?,Lady Gaga and Bradley Cooper
What is the name of the rapper who collaborated with Eminem on 'Stan'?,Dido
Who sang 'A Thousand Miles'?,Vanessa Carlton
What was the debut single of Taylor Swift?,Tim McGraw
Who is known for the song 'All of Me'?,John Legend
Which artist had a hit with 'Fireflies'?,Owl City
Who released the album 'Hotel California'?,Eagles
Who sang 'Eye of the Tiger'?,Survivor
What band released the song 'Smells Like Teen Spirit'?,Nirvana
What year did Britney Spears release 'Oops!... I Did It Again'?,2000
Who performed the song 'Lean on Me'?,Bill Withers
What was the debut single of Katy Perry?,I Kissed a Girl
Who released the song 'Bohemian Like You'?,The Dandy Warhols
What artist is known for the song 'Shake It Out'?,Florence + The Machine
Who sang 'Born to Be Wild'?,Steppenwolf
Which artist released the hit 'Poker Face'?,Lady Gaga
What year did the song 'Gangsta's Paradise' by Coolio come out?,1995
Who is the lead singer of Pearl Jam?,Eddie Vedder
What song by The Weeknd spent 90 weeks on the Billboard Hot 100?,Blinding Lights
Who sang 'Don't Stop Me Now'?,Queen
What song did John Lennon write as an anthem for peace?,Imagine
Who performed 'Man! I Feel Like a Woman!'?,Shania Twain
Which artist had a hit with 'U Can't Touch This'?,MC Hammer
Who is known for the song 'Zombie'?,The Cranberries
What is the name of Beyoncé’s 2013 surprise album?,Beyoncé
Who sang the song 'Take On Me'?,a-ha
What was Whitney Houston's hit song in 'The Bodyguard'?,I Will Always Love You
What artist is known for the song 'The Middle'?,"Zedd, Maren Morris, and Grey"
Who released the song 'Toxic'?,Britney Spears
What year did The Beatles release 'Hey Jude'?,1968
Who performed 'My Heart Will Go On'?,Celine Dion
Which artist released the album 'Lemonade'?,Beyoncé
Who sang 'Dancing in the Moonlight'?,King Harvest
What band is known for the song 'Thunderstruck'?,AC/DC
What is the name of the band that released 'Wonderwall'?,Oasis
Who sang 'Uptown Funk'?,Mark Ronson featuring Bruno Mars
Which artist released 'All Star'?,Smash Mouth
What song by Bob Marley features the lyric 'Don't worry about a thing'?,Three Little Birds
Who performed the song 'I Want It That Way'?,Backstreet Boys
What year did Michael Jackson release 'Thriller'?,1982
Who released the song 'Blame It on the Boogie'?,The Jacksons
Which artist sang 'Bad Romance'?,Lady Gaga
What song features the lyric 'Is this the real life? Is this just fantasy?'?,Bohemian Rhapsody by Queen
Who sang 'Time After Time'?,Cyndi Lauper
What is the name of the artist known for 'Tiny Dancer'?,Elton John
Who is known for the song 'Shake It Off'?,Taylor Swift
What year did 'Billie Jean' by Michael Jackson come out?,1983
Who performed 'House of the Rising Sun'?,The Animals
Which artist is known for the song 'Superstition'?,Stevie Wonder
Who is the lead singer of Paramore?,Hayley Williams
Who sang 'Old Town Road'?,Lil Nas X
What band released the song 'Livin' on a Prayer'?,Bon Jovi
Who sang 'Let It Be'?,The Beatles
What year did Bob Dylan win the Nobel Prize in Literature?,2016
What artist is known for the song 'Roar'?,Katy Perry
Who performed 'Waterfalls'?,TLC
What is the title of Ed Sheeran's debut album?,+ (Plus)
Who sang 'Fast Car'?,Tracy Chapman
What year did Queen's 'We Are the Champions' come out?,1977
Who sang 'Ring of Fire'?,Johnny Cash
Which artist released 'WAP' in 2020?,Cardi B featuring Megan Thee Stallion
Who is known for the song 'Halo'?,Beyoncé
What year did Pink Floyd release 'The Wall'?,1979
Who performed 'Dream On'?,Aerosmith
What band is known for the song 'Hotel California'?,Eagles
Who sang 'Sweet Dreams (Are Made of This)'?,Eurythmics
What is the real name of rapper Ice Cube?,O'Shea Jackson
What song by The Clash features the lyric 'Should I stay or should I go'?,Should I Stay or Should I Go
Who performed 'Losing My Religion'?,R.E.M.
Which artist released the song 'Truth Hurts'?,Lizzo
Who is known for the song 'Stay with Me'?,Sam Smith
Who sang 'Ironic'?,Alanis Morissette
What is the real name of the artist known as The Edge from U2?,David Howell Evans
Who is known for the song 'Happy Together'?,The Turtles
What artist performed 'Hotline Bling'?,Drake
What year did the Bee Gees release 'Stayin' Alive'?,1977
Who sang 'The Gambler'?,Kenny Rogers
What band released the song 'Africa'?,Toto
What year did Rihanna release 'Diamonds'?,2012
Who performed 'What's Going On'?,Marvin Gaye
What year did The Beatles release 'Yesterday'?,1965
Who is known for the song 'Sorry'?,Justin Bieber
Who sang 'Super Freak'?,Rick James
Which artist performed 'Lady Marmalade'?,Labelle
Who sang 'La Bamba'?,Ritchie Valens
What is the real name of rapper Eminem?,Marshall Bruce Mathers III
Who sang 'Kiss from a Rose'?,Seal
What band released the album 'Nevermind'?,Nirvana
Who is known for the song 'Chandelier'?,Sia
What year did 'Eye of the Tiger' by Survivor come out?,1982
Who performed the song 'Wonderwall'?,Oasis
Which artist released 'Good as Hell'?,Lizzo
What band released the song 'Stairway to Heaven'?,Led Zeppelin
Who is known for the song 'Don't Stop Believin''?,Journey
What is the stage name of the artist born as Peter Gene Hernandez?,Bruno Mars
Who sang 'Total Eclipse of the Heart'?,Bonnie Tyler
What year did Madonna release 'Like a Prayer'?,1989
Who performed 'Mr. Brightside'?,The Killers
Who sang 'Somebody That I Used to Know'?,Gotye featuring Kimbra
What year did Queen release 'Don't Stop Me Now'?,1978
Who performed the song 'Isn't She Lovely'?,Stevie Wonder
Who is the lead singer of Red Hot Chili Peppers?,Anthony Kiedis
